Country Name,Country Code,Time,Time Code,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]",Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, secondary (% net) [SE.SEC.NENR]","Labor force participation rate, female (% of female population ages 15+) (national estimate) [SL.TLF.CACT.FE.NE.ZS]",Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Unemployment with basic education (% of total labor force with basic education) [SL.UEM.BASC.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Population living in slums (% of urban population) [EN.POP.SLUM.UR.ZS],Population density (people per sq. km of land area) [EN.POP.DNST],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Forest area (% of land area) [AG.LND.FRST.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]
Cote d'Ivoire,CIV,2004,YR2004,51.363,1860,19.3,69.14,5.4,5.545,..,..,..,8.52017937219731,71.35349055,52.5189170837402,..,44.817,63.9953,58.3173050314465,0.294749452181012,14.600320754717,1.51507182012153
Cote d'Ivoire,CIV,2005,YR2005,51.824,2060,18.3,68.91,5.1,5.46,..,..,..,8.52017937219731,71.33807855,58.9000015258789,..,45.234,..,59.6547641509434,0.309775086892795,14.2453301886792,1.46253421225943
Cote d'Ivoire,CIV,2006,YR2006,52.355,2110,17.6,72.96,4.7,5.376,..,..,..,8.52017937219731,71.32078825,60.1710510253906,..,45.652,62.45466,60.9876006289308,0.293837436901418,13.8903396226415,1.50194866558629
Cote d'Ivoire,CIV,2007,YR2007,52.97,2150,17.9,70.15,4.4,5.296,..,..,..,8.86699507389163,71.30161927,55.3776245117188,..,46.071,..,62.3198113207547,0.285492261967837,13.5353490566038,1.59076449926457
Cote d'Ivoire,CIV,2008,YR2008,53.653,2280,18.2,75.67,4.2,5.221,..,..,..,8.86699507389163,71.28056904,60.2999992370605,..,46.491,60.91402,63.6617893081761,0.319825943398114,13.180358490566,1.52285574168237
Cote d'Ivoire,CIV,2009,YR2009,54.394,2340,16.3,70.92,3.9,5.152,55.83834,..,..,8.86699507389163,71.25698287,57.3151054382324,..,46.91,..,65.0244088050314,0.291675665867515,12.8253679245283,1.73023945566363
Cote d'Ivoire,CIV,2010,YR2010,55.023,2460,13.6,76.04,3.7,5.088,..,..,..,8.86699507389163,71.23152598,58.3014678955078,..,47.33,59.37338,66.4152264150943,0.300690689914348,12.4703773584906,1.55796604921668
Cote d'Ivoire,CIV,2011,YR2011,55.52,2250,10.9,79.19,3.5,5.029,..,..,..,11.0236220472441,71.20419268,55.7999992370605,..,47.751,..,67.8079056603774,0.28374179853428,12.1153899371069,1.39202804464443
Cote d'Ivoire,CIV,2012,YR2012,56.158,2490,10,83.57,3.4,4.974,..,..,62.52,10.4417670682731,71.17466615,55.7999992370605,7.51,48.172,57.83274,69.2160754716981,0.365172194338829,11.7604025157233,1.52141707161086
Cote d'Ivoire,CIV,2013,YR2013,56.748,2650,9.9,86.47,3.2,4.92,66.9161,..,69.58,10.4417670682731,71.14295293,61.3625907897949,5.41,48.593,..,70.6580754716981,0.386857284358351,11.4054150943396,1.37538725031253
Cote d'Ivoire,CIV,2014,YR2014,57.208,4180,9.2,94.7,3,4.867,72.34108,30.17366,..,9.44881889763779,71.10905957,61.9000015258789,..,49.014,56.2921,72.3130660377359,0.399942510628685,11.050427672956,1.47596904942975
Cote d'Ivoire,CIV,2015,YR2015,57.762,4480,8.3,104.26,2.8,4.813,76.73595,..,..,9.16334661354582,71.0757669,62.5999984741211,..,49.444,..,74.2035880503145,0.415553147784264,10.6954402515723,1.71944602659167
Cote d'Ivoire,CIV,2016,YR2016,58.06,4550,6.9,101.04,2.7,4.759,83.16992,34.6828,58.29,9.16334661354582,71.04239202,64.3000030517578,3.31,49.881,54.75146,76.143465408805,0.396202600337942,10.3404402515723,1.70746367287382
Cuba,CUB,2000,YR2000,76.183,..,..,112.67,0.2,1.581,97.92115,80.49006,..,27.6206322795341,92.5406382,97,..,75.323,2.15371,103.405875232775,2.55300140260158,22.6722532588454,..
Cuba,CUB,2001,YR2001,76.421,..,2.5,111.26,0.2,1.563,98.02557,82.25167,..,27.6206322795341,92.74889571,96.2262573242188,..,75.555,..,103.716266294227,2.46564205615036,23.135009310987,..
Cuba,CUB,2002,YR2002,76.612,..,2.5,114.19,0.2,1.608,98.35008,82.60463,..,27.6206322795341,92.95419083,95.5,..,75.785,2.15371,104.991549957703,2.36556663886315,23.8217877620077,..
Cuba,CUB,2003,YR2003,76.773,..,2.5,115.16,0.2,1.589,97.33076,85.11799,..,35.9605911330049,93.14632752,96.5130310058594,..,75.947,..,105.25579887218,2.28842784276794,24.2866541353383,..
Cuba,CUB,2004,YR2004,76.912,..,2.5,119.1,0.2,1.517,97.43389,85.1098,37.94,35.9605911330049,93.32647346,96.6509094238281,..,76.041,2.15371,105.490968893901,2.25961119592948,24.7514331359835,..
Cuba,CUB,2005,YR2005,77.047,..,2.5,96.33,0.2,1.468,96.63556,86.64633,..,35.9605911330049,93.56278098,96.7882537841797,..,76.134,..,105.65683953401,2.34017723811087,25.2113866967306,..
Cuba,CUB,2006,YR2006,77.179,..,2.5,82.9,0.2,1.39,95.8703,88.66745,39.31,35.9605911330049,93.79833805,96.9274749755859,2.58,76.227,3.20225,105.803157004604,2.37821507322414,25.68072911773,..
Cuba,CUB,2007,YR2007,77.307,..,2.5,91.46,0.3,1.428,96.46826,88.32925,40.76,35.9605911330049,94.03313788,97.0712127685547,2.31,76.32,..,105.880186020293,2.45588087972843,26.1452461480646,..
Cuba,CUB,2008,YR2008,77.429,..,2.5,93.82,0.3,1.575,96.27754,87.50112,41.17,43.1596091205212,94.2671853,97.2221832275391,2.24,76.413,4.25079,105.943338970312,2.37190985339653,26.6121758737317,..
Cuba,CUB,2009,YR2009,77.548,..,2.5,95.79,0.3,1.688,97.87644,85.67697,42.34,43.1596091205212,94.50034367,97.3830947875977,2.3,76.505,..,106.005120255543,2.39113335463347,27.0791055993987,3.38096005154639
Cuba,CUB,2010,YR2010,77.661,..,2.5,86.04,0.3,1.693,98.55296,88.24106,41.83,43.1596091205212,94.73274925,97.5566482543945,2.97,76.597,5.29933,106.073064637354,2.48972203595315,27.5460353250658,3.32685611242383
Cuba,CUB,2011,YR2011,77.76,..,2.5,90.14,0.3,1.756,98.54931,87.90295,41.59,45.221843003413,94.96438132,97.7455673217773,..,76.689,..,105.730795504524,2.44154421168434,27.9086306766608,3.08450500072474
Cuba,CUB,2012,YR2012,77.833,..,2.5,93.89,0.3,1.681,97.81573,86.64642,57.38,45.221843003413,95.19525204,97.9525527954102,..,76.781,6.34787,106.04215698225,2.53693202667895,28.4372099128918,3.93759997812444
Cuba,CUB,2013,YR2013,77.87,..,2.5,97.33,0.4,1.688,97.78205,87.24085,57.3,48.8562091503268,95.421427,98.1793670654297,..,76.827,..,108.631539052005,2.54997116568281,29.5835732105162,3.51272878104423
Cuba,CUB,2014,YR2014,77.853,..,2.5,97.39,0.4,1.663,94.98571,85.14799,..,48.8562091503268,95.6465497,98.4239883422852,..,76.861,7.3964,108.940838300327,2.35515696840088,30.1249759661604,3.53600476096013
Cuba,CUB,2015,YR2015,77.772,..,2.5,99.51,0.4,1.694,93.98312,83.56161,..,48.8562091503268,95.87179647,98.6834564208984,..,76.896,..,108.93269932757,2.57607346241508,30.5859750240154,3.08379144526184
Cuba,CUB,2016,YR2016,77.643,..,2.5,103.1,0.4,1.609,94.46077,84.18424,..,48.8562091503268,96.09701637,98.9547882080078,..,76.93,8.44494,109.015878508266,2.39588884229712,31.1514801999231,3.07218792501319
Djibouti,DJI,2000,YR2000,56.573,..,..,113.84,3.4,4.578,26.89352,..,..,0,75.44816207,56.3799514770508,..,76.532,..,32.0117773943054,0.501864472334788,0.241587575496117,5.06910119132427
Djibouti,DJI,2001,YR2001,56.903,..,42,114.95,3.5,4.496,29.47871,14.17161,..,0,75.46308927,56.3651428222656,..,76.578,..,33.0237273511648,0.490796744568838,0.241587575496117,..
Djibouti,DJI,2002,YR2002,57.215,..,40.8,115.72,3.5,4.379,31.0222,14.7086,..,0,75.47846668,49.7000007629395,..,76.624,..,34.0435289042278,0.505494032027717,0.241587575496117,..
Djibouti,DJI,2003,YR2003,57.595,..,38.2,114.62,3.4,4.247,..,..,..,10.7692307692308,75.49428579,56.3151168823242,..,76.67,..,34.7890854184642,0.512517810396932,0.241587575496117,..
Djibouti,DJI,2004,YR2004,57.759,..,34.7,98.6,3.2,4.113,34.67098,19.26153,..,10.7692307692308,75.51055148,56.2845993041992,..,76.716,..,35.3051337359793,0.482664995057266,0.241587575496117,5.60717905405405
Djibouti,DJI,2005,YR2005,58.316,..,31.3,110.31,2.9,3.992,36.13749,21.2435,..,10.7692307692308,75.52696529,56.253547668457,..,76.761,..,35.8438740293356,0.516211496267125,0.241587575496117,6.32869062643662
Djibouti,DJI,2006,YR2006,58.715,..,27.3,88.46,2.7,3.855,39.33961,..,..,10.7692307692308,75.54411767,55.5,..,76.807,..,36.5378343399482,0.510775762828135,0.241587575496117,6.4419558207413
Djibouti,DJI,2007,YR2007,59.024,..,25.1,115.22,2.5,3.724,42.162,..,..,13.8461538461538,75.56172072,56.19970703125,..,76.853,..,37.3251078515962,0.543113930253954,0.241587575496117,4.07194358827078
Djibouti,DJI,2008,YR2008,59.365,..,23.4,116.87,2.3,3.589,48.01862,26.46648,..,13.8461538461538,75.57976866,56.1822776794434,..,76.899,..,38.088265746333,0.536875655520645,0.241587575496117,3.68807106615083
Djibouti,DJI,2009,YR2009,59.673,..,23.1,117.81,2.1,3.487,47.87648,..,..,13.8461538461538,75.59794598,56.1747894287109,..,76.944,..,38.8741587575496,0.516034238039381,0.241587575496117,..
Djibouti,DJI,2010,YR2010,60.259,..,22.4,118.04,1.9,3.39,..,..,..,13.8461538461538,75.61980786,56.1799507141113,..,76.999,..,39.6548317515099,0.563969281950916,0.241587575496117,..
Djibouti,DJI,2011,YR2011,60.433,..,21.3,119.69,1.7,3.305,58.16695,..,..,13.8461538461538,75.64549934,56.2004699707031,..,77.064,..,40.4146246764452,0.507252796988934,0.241587575496117,..
Djibouti,DJI,2012,YR2012,60.848,..,19.8,123.38,1.6,3.237,..,..,..,13.8461538461538,75.67483066,54.5999984741211,..,77.138,..,41.1689818809318,0.519544753886893,0.241587575496117,..
Djibouti,DJI,2013,YR2013,61.221,3680,17.8,121.62,1.4,3.178,58.87689,..,..,12.7272727272727,75.70828177,56.2974739074707,..,77.222,..,41.922044866264,0.579149228250389,0.241587575496117,..
Djibouti,DJI,2014,YR2014,61.641,3860,15.7,102.73,1.3,3.112,61.38047,..,..,12.7272727272727,75.7452946,56.618839263916,..,77.314,..,42.6698446937015,0.409235992384896,0.241587575496117,..
Djibouti,DJI,2015,YR2015,61.957,4100,14.2,83.93,1.2,3.066,60.7187,37.8168,..,12.7272727272727,75.78704503,57.5785636901855,..,77.417,..,43.4106557377049,0.461958601115617,0.241587575496117,..
Djibouti,DJI,2016,YR2016,62.191,4130,13.6,113.34,1.1,3.011,57.24558,..,..,12.7272727272727,75.83262734,58.6754455566406,..,77.528,..,44.1441328731665,0.407471798495203,0.241587575496117,..
Dominica,DMA,2000,YR2000,72.693,5850,..,105.18,..,2.351,94.78214,88.51696,..,..,93.83141899,80.9518127441406,..,65.265,..,91.128,1.92842302402482,63.8266666666667,..
Dominica,DMA,2001,YR2001,71.713,6300,3.7,97.34,..,2.542,89.7846,85.13978,45.06,18.75,93.95366799,82.2792129516602,..,65.382,..,90.8706666666667,2.22734142297478,63.8266666666667,..
Dominica,DMA,2002,YR2002,72.34,6140,4.1,95.7,..,2.276,94.44293,..,..,18.75,94.075917,87.6999969482422,..,65.689,..,91.016,1.79748615628021,63.8266666666667,..
Dominica,DMA,2003,YR2003,71.438,6670,4.7,88.37,..,2.169,88.03911,87.81282,..,18.75,94.198166,84.9136199951172,..,65.994,..,91.256,1.99731159229713,63.8266666666667,..
Dominica,DMA,2004,YR2004,72.401,6960,5,90.76,..,2.125,84.56946,87.40997,..,19.3548387096774,94.32041501,86.2253112792969,..,66.299,..,91.432,2.26470674016391,63.8266666666667,..
Dominica,DMA,2005,YR2005,72.254,7300,5.4,90.12,..,2.105,83.42215,84.78321,..,12.9032258064516,94.44266402,87.5364761352539,..,66.601,..,91.5653333333333,2.3313044237994,63.8266666666667,..
Dominica,DMA,2006,YR2006,72.848,8220,5,92.74,..,2.158,81.8969,72.56556,..,12.9032258064516,94.56491302,88.8495101928711,..,66.903,..,91.656,2.48901690378517,63.8266666666667,..
Dominica,DMA,2007,YR2007,71.93,8900,4.6,95.12,..,2.094,83.08997,..,..,16.1290322580645,94.68716203,90.1670608520508,..,67.203,..,91.7,2.61577608142494,63.8266666666667,..
Dominica,DMA,2008,YR2008,73.305,9780,4.1,94.91,..,2.027,83.93383,..,..,18.75,94.80941103,90.9000015258789,..,67.502,..,91.7093333333333,2.67948009653689,63.8266666666667,..
Dominica,DMA,2009,YR2009,72.17,9850,4.5,98.28,..,1.96,87.39084,70.23535,..,14.2857142857143,94.93166004,92.8265686035156,..,67.799,..,91.716,7.31678950964572,63.8266666666667,..
Dominica,DMA,2010,YR2010,71.55,10130,4.8,97.68,..,1.915,..,73.52168,..,12.5,95.05390905,94.173942565918,..,68.094,..,91.6733333333333,2.64126245363974,63.8266666666667,..
Dominica,DMA,2011,YR2011,69.695,10300,5.2,97.2,..,1.871,95.64645,72.73973,..,12.5,95.17615805,95.5366744995117,..,68.389,..,91.656,2.60684879695092,63.8266666666667,..
Dominica,DMA,2012,YR2012,70.538,10040,5.4,99.89,..,1.824,..,..,..,12.5,95.29840706,96.91748046875,..,68.685,..,91.8506666666667,3.59423992567646,63.8266666666667,..
Dominica,DMA,2013,YR2013,68.896,10060,5.5,99.04,..,1.772,..,..,..,12.5,95.42065606,98.3181076049805,..,68.982,..,91.7586666666667,2.4934974353013,63.8266666666667,..
Dominica,DMA,2014,YR2014,69.434,10820,5.3,98.59,..,1.734,..,..,..,12.9032258064516,95.42065606,99.7365493774414,..,69.28,..,92.4946666666667,2.59762725058021,63.8266666666667,..
Dominica,DMA,2015,YR2015,68.727,10930,5.3,99.04,..,1.694,..,80.9661,..,21.875,95.42065606,99.8290176391602,..,69.579,..,93.3426666666667,2.5883125973117,63.8266666666667,..
Dominica,DMA,2016,YR2016,70.128,11710,5.4,102.37,..,1.657,95.42178,87.73568,..,21.875,95.42065606,99.9835357666016,..,69.88,..,93.4333333333333,2.61006064930432,63.8266666666667,..
Dominican Republic,DOM,2000,YR2000,69.423,6420,..,55.02,1.4,2.859,84.72004,40.60467,39.98,16.1073825503356,90.41673952,88.7649307250977,7.5,61.753,30.15546,176.79136824674,2.18605044895725,40.8294348996067,1.03009647155323
Dominican Republic,DOM,2001,YR2001,69.642,6620,20.4,64.07,1.4,2.812,..,..,38.57,16.1073825503356,90.81784653,89.7913589477539,8.31,62.565,..,179.446077416684,2.18982724730766,41.0377768577934,1.21349605211345
Dominican Republic,DOM,2002,YR2002,69.923,6930,22.6,65.27,1.4,2.774,90.98838,50.94075,40.16,17.3333333333333,91.21115293,89.7498168945313,7.73,63.371,27.79214,182.055495756572,2.37451508515934,41.2461188159801,1.05891921128922
Dominican Republic,DOM,2003,YR2003,70.265,6710,23.6,65.39,1.4,2.721,89.83362,..,39.27,17.3333333333333,91.65896487,89.1738052368164,7.75,64.605,..,184.637797557442,2.09927249914012,41.4544607741668,0.764145027120822
Dominican Republic,DOM,2004,YR2004,70.331,6860,23,62.61,1.4,2.664,82.90168,50.03848,39.23,17.3333333333333,92.11871179,90.3165664672852,6.57,66.003,25.42881,187.189546677706,1.91108672918118,41.6628027323535,0.687618052138186
Dominican Republic,DOM,2005,YR2005,70.875,7860,19.2,65.83,1.3,2.605,84.25703,53.29682,39.78,17.3333333333333,92.5619161,90.141227722168,7.13,67.37,..,189.707472572966,2.03941878288681,41.8711446905403,0.766536371799736
Dominican Republic,DOM,2006,YR2006,71.165,8780,16.4,73.33,1.3,2.533,81.78003,..,40.7,19.6629213483146,92.98945037,90.1181488037109,5.97,68.71,23.06549,192.179010556821,2.19389610356038,42.079486648727,0.683423360678412
Dominican Republic,DOM,2007,YR2007,71.371,9540,16.2,75.03,1.3,2.51,87.68849,62.2369,40.36,19.6629213483146,93.40127601,96.8763427734375,5.76,70.02,..,194.622355619954,2.19382557667849,42.2878286069137,0.62761905715381
Dominican Republic,DOM,2008,YR2008,71.658,10050,16,69.6,1.2,2.533,84.02008,60.8427,41.96,19.6629213483146,93.79774639,97.5761947631836,4.72,71.3,20.70217,197.121672531567,2.16123200504718,42.4961705651004,0.699861657175699
Dominican Republic,DOM,2009,YR2009,71.871,10090,15.2,75.87,1.2,2.556,89.54384,64.31607,39.02,19.6629213483146,94.17830663,97.8577575683594,5.84,72.542,..,199.711467605051,2.03742492921635,42.7045125232871,0.667461170274579
Dominican Republic,DOM,2010,YR2010,72.093,10910,13,78.81,1.2,2.538,91.87024,63.72856,41.73,20.7650273224044,94.54420957,98.1454162597656,5.9,73.753,18.33885,202.354688470296,2.1155194662714,42.9128544814738,0.6675317048534
Dominican Republic,DOM,2011,YR2011,72.221,11300,11.1,84.46,1.2,2.513,91.88699,63.17685,43.73,20.7650273224044,94.88455382,97.8988723754883,6.45,74.827,..,205.003870834196,2.11171803128455,43.0392465328089,0.602928060143009
Dominican Republic,DOM,2012,YR2012,72.514,11320,9.8,84.28,1.1,2.485,91.01404,63.82419,45.28,20.7650273224044,95.2050909,97.8670501708984,7.5,75.802,15.97552,207.635727592631,2.16147493311157,43.1656385841441,0.653151461976632
Dominican Republic,DOM,2013,YR2013,72.713,11760,8.8,90.69,1.1,2.466,90.84502,65.55798,45.15,20.7650273224044,95.51405962,98.385856628418,7.68,76.749,..,210.247381494515,2.09580517022116,43.2920306354792,0.611824773045351
Dominican Republic,DOM,2014,YR2014,72.867,12680,8.2,96.67,1.1,2.445,89.28355,66.95176,45.45,20.7650273224044,95.81200105,98.4709777832031,6.12,77.67,13.6122,212.836162285241,2.08621475250958,43.4184226868143,0.651437855543241
Dominican Republic,DOM,2015,YR2015,72.953,13960,7.4,99.72,1,2.43,93.52992,67.83227,48.33,20.7650273224044,96.0993385,98.5603637695313,7.16,78.566,..,215.397060649969,2.26704601804065,43.5448147381494,0.643674978238558
Dominican Republic,DOM,2016,YR2016,72.987,15230,6.8,103.61,1,2.406,93.32844,68.88978,49.03,26.8421052631579,96.37630273,98.9000015258789,7.2,79.436,11.24888,217.917449803353,2.33609927132434,43.7122748913268,0.63403055291349
Ecuador,ECU,2000,YR2000,72.839,5470,..,70.6,0.3,3.102,95.58856,47.76897,45.97,14.6341463414634,82.30737004,93.7322616577148,3.09,60.299,57.41273,50.8395353519085,1.74642915891149,55.2846674182638,1.45207595274333
Ecuador,ECU,2001,YR2001,73.24,5820,21,77.84,0.3,3.037,96.80904,48.55978,54.72,14.6341463414634,83.03977494,94.0246200561523,3.2,60.799,..,51.721376228056,1.8879265387523,55.0018883878241,1.56937598177954
Ecuador,ECU,2002,YR2002,73.613,6080,22.7,76.23,0.3,2.972,97.41598,49.94952,53.18,..,83.78532812,94.3093872070313,3.97,61.118,57.84727,52.627673538412,1.84935529782889,54.7191093573844,1.76889198532555
Ecuador,ECU,2003,YR2003,73.975,6250,22.7,80.38,0.3,2.911,97.01792,49.94144,49.2,16,84.50497189,94.9730453491211,5.7,61.316,..,53.5560637783862,1.85363949555167,54.4363303269448,2.2785533646602
Ecuador,ECU,2004,YR2004,74.279,6790,22.7,83.4,0.3,2.853,..,50.72485,52.88,16,85.22428189,94.8655700683594,5.17,61.514,57.8,54.4958648735706,1.93411800413947,54.1535512965051,1.9403327987762
Ecuador,ECU,2005,YR2005,74.514,7300,22.4,81.7,0.3,2.8,95.95781,53.08892,51.97,16,85.94305143,95.832649230957,3.73,61.711,..,55.4437590594299,2.0493881922543,53.8707722660654,2.29840279075247
Ecuador,ECU,2006,YR2006,74.689,7760,22.8,84.69,0.3,2.753,95.93721,54.49689,52.81,25,86.66128075,96.3152618408203,3.37,61.907,57.8,56.406269125463,2.15047246921118,53.5879932356257,2.02982587683564
Ecuador,ECU,2007,YR2007,74.844,8000,22.1,88.43,0.3,2.711,96.72017,56.01364,52.11,25,87.37936524,96.812614440918,2.35,62.104,..,57.3837775809309,2.1495968764724,53.305214205186,2.56823582019659
Ecuador,ECU,2008,YR2008,74.983,8670,21.3,92.43,0.3,2.675,94.52771,..,52.2,25,88.09690181,97.2065734863281,3.07,62.3,..,58.3700958286359,2.18584836360749,53.0224351747463,2.66504173599459
Ecuador,ECU,2009,YR2009,75.184,8650,16,95.57,0.3,2.643,92.34961,69.16066,49.88,32.258064516129,88.81389282,96.4708633422852,3.67,62.495,..,59.3604686745048,2.34001543536674,52.7396561443067,3.11741808812028
Ecuador,ECU,2010,YR2010,75.43,8980,12.3,100.79,0.3,2.615,92.62287,71.80644,48.25,32.258064516129,89.53052651,97.4621429443359,3.18,62.69,..,60.354263971654,2.48531230184158,52.456877113867,3.01055129218138
Ecuador,ECU,2011,YR2011,75.743,9710,8.4,100.52,0.3,2.596,91.98807,72.8084,47.33,32.258064516129,90.24070076,96.8726959228516,2.43,62.851,..,61.3533902399742,2.43451648434727,52.2885649863102,3.09511005659875
Ecuador,ECU,2012,YR2012,76.062,10150,8.8,96.48,0.3,2.517,91.67788,76.17987,48.3,32.258064516129,90.94651335,97.1949310302734,2.12,62.988,..,62.3445119987115,2.39507751382518,52.1202528587534,2.94545286467451
Ecuador,ECU,2013,YR2013,76.369,10970,8.8,94.18,0.3,2.419,91.50564,80.13801,48.31,38.6861313868613,91.6523303,98.0346755981445,2.07,63.125,..,63.3072515703012,2.52502879700546,51.9519407311966,2.87589068305185
Ecuador,ECU,2014,YR2014,76.622,11530,8.7,101.59,0.3,2.335,91.35484,83.36107,47.93,41.6058394160584,92.35797104,98.9760665893555,2.33,63.261,..,64.2534788210662,2.61944577745799,51.7836286036399,2.73923080937619
Ecuador,ECU,2015,YR2015,76.789,10870,9,103.43,0.3,2.26,91.6503,84.72536,52.14,41.6058394160584,93.0637795,98.8258819580078,2.45,63.398,..,65.2113947495571,2.56387078657305,51.6153164760831,2.6160741592884
Ecuador,ECU,2016,YR2016,76.763,10860,9.7,94.97,0.3,2.201,91.66046,85.92267,55.63,41.6058394160584,93.76941497,98.6999969482422,3.01,63.534,..,66.1925632146883,2.42150273258114,51.3565388951522,2.51476680030726
"Egypt, Arab Rep.",EGY,2000,YR2000,68.007,5610,..,70.2,0.1,3.442,86.64983,..,13.45,1.98237885462555,97.88826659,97.6999969482422,..,42.797,42.22616,71.6975950575117,1.60589320891706,0.0594806368978854,2.55126513982739
"Egypt, Arab Rep.",EGY,2001,YR2001,68.308,5850,5.2,68.77,0.1,3.394,87.37485,..,20.16,2.42290748898678,97.97025777,97.3440780639648,..,42.843,..,73.1872630468632,1.73915428227321,0.060126575920438,2.98556856033807
"Egypt, Arab Rep.",EGY,2002,YR2002,68.564,5900,5.4,74.42,0.1,3.318,88.29474,..,18.41,2.42290748898678,98.05218056,97.5361785888672,..,42.889,36.71599,74.7337977798985,1.73995240649152,0.0607725149429906,3.27845479650374
"Egypt, Arab Rep.",EGY,2003,YR2003,68.402,6070,6,77.5,0.1,3.261,89.50439,..,..,2.42290748898678,98.13405103,98.8000030517578,..,42.935,..,76.3105349339495,1.751117466927,0.0614184539655432,3.17728527009726
"Egypt, Arab Rep.",EGY,2004,YR2004,68.613,6350,6.4,78.97,0.1,3.181,90.66548,..,..,2.86343612334802,98.21585572,97.9070281982422,..,42.981,31.20583,77.8767662866041,1.86403090811385,0.0620643929880958,2.87753123653597
"Egypt, Arab Rep.",EGY,2005,YR2005,68.779,6700,6.4,82.73,0.1,3.151,89.13222,..,23.09,1.98237885462555,98.29760753,99.4000015258789,..,43.027,..,79.4367471997589,2.05143046546387,0.0627103320106484,2.71422040657605
"Egypt, Arab Rep.",EGY,2006,YR2006,68.977,7300,6,87.49,0.1,3.109,88.2461,..,21.13,2.03619909502262,98.37929106,99.0400009155273,..,43.073,25.69566,80.9982118639811,2.11764974357454,0.0633562710332011,2.60621860261331
"Egypt, Arab Rep.",EGY,2007,YR2007,69.128,7900,5.7,90.91,0.1,3.12,92.40917,..,23.16,1.80995475113122,98.46026211,98.4656295776367,..,43.078,..,82.5945602491336,2.2305859532901,0.0640022100557537,2.37963467509709
"Egypt, Arab Rep.",EGY,2008,YR2008,69.319,8460,5.6,94.98,0.1,3.101,..,..,21.72,1.80995475113122,98.54089121,99.8000030517578,2.98,43.058,20.1855,84.2280204932443,2.26532281680543,0.0646481490783063,2.18078548537016
